c1 c2 c3 c4 c5 c6 c7 c8
541 0 0 0 0 0 0 267 
520 0 0 0 0 0 0 272 
502 0 0 0 0 0 0 293 
534 0 0 0 0 0 0 285 
506 0 0 0 0 0 0 320 
496 0 0 0 0 0 0 282 
490 0 0 0 0 0 0 301 
485 0 0 0 0 0 0 259 
462 0 0 0 0 0 0 278 
487 0 0 0 0 0 0 255 
459 0 0 0 0 0 0 232 
477 0 0 0 0 0 0 215 
480 0 0 0 0 0 0 220 
460 0 0 0 0 0 0 223 
453 0 0 0 0 0 0 222 
458 0 0 0 0 0 0 221 
463 0 0 0 0 0 0 240 
474 0 0 0 0 0 0 237 
480 0 0 0 0 0 0 221 
468 0 0 0 0 0 0 229 
433 0 0 0 0 0 0 212 
432 0 0 0 0 0 0 250 
453 0 0 0 0 0 0 202 
441 0 0 0 0 0 0 207 
435 0 0 0 0 0 0 229 
452 0 0 0 0 0 0 198 
466 0 0 0 0 0 0 218 
472 0 0 0 0 0 0 207 
424 0 0 0 0 0 0 256 
458 0 0 0 0 0 0 259 
439 0 0 0 0 0 0 250 
434 0 0 0 0 0 0 217 
491 0 0 0 0 0 0 246 
458 0 0 0 0 0 0 274 
449 0 0 0 0 0 0 263 
423 0 0 0 0 0 0 254 
441 0 0 0 0 0 0 250 
442 0 0 0 0 0 0 255 
460 0 0 0 0 0 0 269 
436 0 0 0 0 0 0 266 
409 0 0 0 0 0 0 247 
429 0 0 0 0 0 0 236 
434 0 0 0 0 0 0 248 
452 0 0 0 0 0 0 270 
465 0 0 0 0 0 0 287 
456 0 0 0 0 0 0 278 
420 0 0 0 0 0 0 296 
428 0 0 0 0 0 0 267 
405 0 0 0 0 0 0 302 
467 0 0 0 0 0 0 275 
455 0 0 0 0 0 0 290 
445 0 0 0 0 0 0 284 
481 0 0 0 0 0 0 282 
475 0 0 0 0 0 0 265 
511 0 0 0 0 0 0 268 
476 0 0 0 0 0 0 268 
477 0 0 0 0 0 0 264 
484 0 0 0 0 0 0 247 
486 0 0 0 0 0 0 288 
452 0 0 0 0 0 0 292 
495 0 0 0 0 0 0 304 
471 0 0 0 0 0 0 303 
457 0 0 0 0 0 0 295 
463 0 0 0 0 0 0 278 
531 0 0 0 0 0 0 283 
469 0 0 0 0 0 0 279 
456 0 0 0 0 0 0 313 
493 0 0 0 0 0 0 280 
506 0 0 0 0 0 0 269 
492 0 0 0 0 0 0 295 
511 0 0 0 0 0 0 263 
482 0 0 0 0 0 0 308 
527 0 0 0 0 0 0 271 
482 0 0 0 0 0 0 263 
467 0 0 0 0 0 0 303 
476 0 0 0 0 0 0 300 
494 0 0 0 0 0 0 306 
476 0 0 0 0 0 0 305 
482 0 0 0 0 0 0 293 
448 0 0 0 0 0 0 317 
451 0 0 0 0 0 0 330 
468 0 0 0 0 0 0 289 
465 0 0 0 0 0 0 329 
475 0 0 0 0 0 0 301 
505 0 0 0 0 0 0 265 
490 0 0 0 0 0 0 265 
512 0 0 0 0 0 0 245 
502 0 0 0 0 0 0 253 
504 0 0 0 0 0 0 266 
467 0 0 0 0 0 0 262 
508 0 0 0 0 0 0 282 
527 0 0 0 0 0 0 268 
487 0 0 0 0 0 0 274 
546 0 0 0 0 0 0 262 
497 0 0 0 0 0 0 261 
497 0 0 0 0 0 0 270 
470 0 0 0 0 0 0 295 
491 0 0 0 0 0 0 271 
464 0 0 0 0 0 0 291 
473 0 0 0 0 0 0 282 
500 0 0 0 0 0 0 304 
520 0 0 0 0 0 0 308 
469 0 0 0 0 0 0 305 
512 0 0 0 0 0 0 292 
495 0 0 0 0 0 0 321 
531 0 0 0 0 0 0 301 
516 0 0 0 0 0 0 307 
496 0 0 0 0 0 0 298 
549 0 0 0 0 0 0 314 
546 0 0 0 0 0 0 317 
530 0 0 0 0 0 0 293 
493 0 0 0 0 0 0 305 
503 0 0 0 0 0 0 316 
496 0 0 0 0 0 0 320 
464 0 0 0 0 0 0 303 
517 0 0 0 0 0 0 319 
526 0 0 0 0 0 0 296 
526 0 0 0 0 0 0 296 
513 0 0 0 0 0 0 300 
503 0 0 0 0 0 0 262 
527 0 0 0 0 0 0 269 
501 0 0 0 0 0 0 259 
505 0 0 0 0 0 0 291 
520 0 0 0 0 0 0 285 
520 0 0 0 0 0 0 257 
511 0 0 0 0 0 0 272 
521 0 0 0 0 0 0 241 
510 0 0 0 0 0 0 270 
516 0 0 0 0 0 0 258 
484 0 0 0 0 0 0 279 
495 0 0 0 0 0 0 270 
487 0 0 0 0 0 0 257 
448 0 0 0 0 0 0 303 
487 0 0 0 0 0 0 263 
463 0 0 0 0 0 0 266 
489 0 0 0 0 0 0 262 
497 0 0 0 0 0 0 272 
472 0 0 0 0 0 0 265 
479 0 0 0 0 0 0 273 
443 0 0 0 0 0 0 279 
518 0 0 0 0 0 0 259 
447 0 0 0 0 0 0 273 
495 0 0 0 0 0 0 283 
534 0 0 0 0 0 0 299 
473 0 0 0 0 0 0 316 
513 0 0 0 0 0 0 282 
506 0 0 0 0 0 0 270 
503 0 0 0 0 0 0 293 
523 0 0 0 0 0 0 282 
509 0 0 0 0 0 0 302 
510 0 0 0 0 0 0 293 
545 0 0 0 0 0 0 253 
483 0 0 0 0 0 0 243 
502 0 0 0 0 0 0 242 
489 0 0 0 0 0 0 238 
496 0 0 0 0 0 0 282 
499 0 0 0 0 0 0 250 
501 0 0 0 0 0 0 258 
524 0 0 0 0 0 0 260 
529 0 0 0 0 0 0 294 
528 0 0 0 0 0 0 268 
535 0 0 0 0 0 0 278 
504 0 0 0 0 0 0 278 
527 0 0 0 0 0 0 268 
553 0 0 0 0 0 0 282 
534 0 0 0 0 0 0 275 
554 0 0 0 0 0 0 307 
534 0 0 0 0 0 0 270 
525 0 0 0 0 0 0 277 
545 0 0 0 0 0 0 271 
514 0 0 0 0 0 0 278 
531 0 0 0 0 0 0 275 
561 0 0 0 0 0 0 271 
506 0 0 0 0 0 0 272 
516 0 0 0 0 0 0 264 
473 0 0 0 0 0 0 269 
519 0 0 0 0 0 0 255 
518 0 0 0 0 0 0 250 
523 0 0 0 0 0 0 260 
502 0 0 0 0 0 0 267 
555 0 0 0 0 0 0 236 
520 0 0 0 0 0 0 265 
538 0 0 0 0 0 0 234 
519 0 0 0 0 0 0 215 
511 0 0 0 0 0 0 217 
511 0 0 0 0 0 0 222 
521 0 0 0 0 0 0 236 
479 0 0 0 0 0 0 252 
488 0 0 0 0 0 0 266 
494 0 0 0 0 0 0 258 
521 0 0 0 0 0 0 260 
514 0 0 0 0 0 0 256 
490 0 0 0 0 0 0 251 
523 0 0 0 0 0 0 232 
469 0 0 0 0 0 0 216 
486 0 0 0 0 0 0 231 
457 0 0 0 0 0 0 206 
463 0 0 0 0 0 0 248 
459 0 0 0 0 0 0 211 
468 0 0 0 0 0 0 250 
494 0 0 0 0 0 0 216 
538 0 0 0 0 0 0 255 
509 0 0 0 0 0 0 219 
509 0 0 0 0 0 0 217 
519 0 0 0 0 0 0 215 
489 0 0 0 0 0 0 247 
523 0 0 0 0 0 0 219 
476 0 0 0 0 0 0 227 
478 0 0 0 0 0 0 258 
507 0 0 0 0 0 0 248 
474 0 0 0 0 0 0 282 
468 0 0 0 0 0 0 254 
468 0 0 0 0 0 0 238 
460 0 0 0 0 0 0 248 
451 0 0 0 0 0 0 239 
441 0 0 0 0 0 0 280 
448 0 0 0 0 0 0 288 
485 0 0 0 0 0 0 280 
461 0 0 0 0 0 0 229 
468 0 0 0 0 0 0 248 
484 0 0 0 0 0 0 243 
515 0 0 0 0 0 0 232 
502 0 0 0 0 0 0 251 
455 0 0 0 0 0 0 232 
488 0 0 0 0 0 0 264 
527 0 0 0 0 0 0 268 
509 0 0 0 0 0 0 288 
500 0 0 0 0 0 0 242 
487 0 0 0 0 0 0 284 
497 0 0 0 0 0 0 275 
525 0 0 0 0 0 0 245 
501 0 0 0 0 0 0 257 
479 0 0 0 0 0 0 274 
479 0 0 0 0 0 0 306 
522 0 0 0 0 0 0 308 
526 0 0 0 0 0 0 317 
508 0 0 0 0 0 0 309 
532 0 0 0 0 0 0 337 
531 0 0 0 0 0 0 353 
529 0 0 0 0 0 0 316 
512 0 0 0 0 0 0 339 
526 0 0 0 0 0 0 303 
531 0 0 0 0 0 0 337 
529 0 0 0 0 0 0 336 
522 0 0 0 0 0 0 309 
533 0 0 0 0 0 0 311 
549 0 0 0 0 0 0 318 
530 0 0 0 0 0 0 289 
525 0 0 0 0 0 0 291 
551 0 0 0 0 0 0 274 
528 0 0 0 0 0 0 288 
535 0 0 0 0 0 0 308 
548 0 0 0 0 0 0 290 
557 0 0 0 0 0 0 280 
568 0 0 0 0 0 0 304 
561 0 0 0 0 0 0 318 
564 0 0 0 0 0 0 287 
550 0 0 0 0 0 0 282 
526 0 0 0 0 0 0 295 
558 0 0 0 0 0 0 304 
560 0 0 0 0 0 0 330 
570 0 0 0 0 0 0 287 
555 0 0 0 0 0 0 328 
593 0 0 0 0 0 0 289 
545 0 0 0 0 0 0 338 
571 0 0 0 0 0 0 312 
545 0 0 0 0 0 0 332 
564 0 0 0 0 0 0 335 
548 0 0 0 0 0 0 314 
541 0 0 0 0 0 0 304 
540 0 0 0 0 0 0 320 
559 0 0 0 0 0 0 334 
555 0 0 0 0 0 0 302 
559 0 0 0 0 0 0 287 
531 0 0 0 0 0 0 312 
522 0 0 0 0 0 0 320 
535 0 0 0 0 0 0 340 
529 0 0 0 0 0 0 305 
515 0 0 0 0 0 0 322 
536 0 0 0 0 0 0 310 
593 0 0 0 0 0 0 310 
561 0 0 0 0 0 0 357 
571 0 0 0 0 0 0 375 
561 0 0 0 0 0 0 329 
571 0 0 0 0 0 0 321 
542 0 0 0 0 0 0 313 
553 0 0 0 0 0 0 306 
546 0 0 0 0 0 0 307 
544 0 0 0 0 0 0 372 
530 0 0 0 0 0 0 387 
546 0 0 0 0 0 0 356 
550 0 0 0 0 0 0 388 
568 0 0 0 0 0 0 340 
530 0 0 0 0 0 0 354 
520 0 0 0 0 0 0 358 
557 0 0 0 0 0 0 359 
528 0 0 0 0 0 0 325 
533 0 0 0 0 0 0 341 
559 0 0 0 0 0 0 357 
534 0 0 0 0 0 0 335 
510 0 0 0 0 0 0 345 
527 0 0 0 0 0 0 339 
504 0 0 0 0 0 0 316 
559 0 0 0 0 0 0 321 
505 0 0 0 0 0 0 346 
524 0 0 0 0 0 0 357 
501 0 0 0 0 0 0 364 
514 0 0 0 0 0 0 366 
533 0 0 0 0 0 0 373 
522 0 0 0 0 0 0 318 
542 0 0 0 0 0 0 359 
546 0 0 0 0 0 0 354 
554 0 0 0 0 0 0 368 
540 0 0 0 0 0 0 354 
538 0 0 0 0 0 0 378 
524 0 0 0 0 0 0 344 
507 0 0 0 0 0 0 378 
510 0 0 0 0 0 0 368 
551 0 0 0 0 0 0 346 
517 0 0 0 0 0 0 347 
542 0 0 0 0 0 0 357 
536 0 0 0 0 0 0 345 
527 0 0 0 0 0 0 343 
555 0 0 0 0 0 0 363 
534 0 0 0 0 0 0 362 
538 0 0 0 0 0 0 364 
553 0 0 0 0 0 0 377 
592 0 0 0 0 0 0 362 
552 0 0 0 0 0 0 331 
572 0 0 0 0 0 0 349 
586 0 0 0 0 0 0 309 
579 0 0 0 0 0 0 340 
558 0 0 0 0 0 0 340 
560 0 0 0 0 0 0 315 
562 0 0 0 0 0 0 342 
541 0 0 0 0 0 0 348 
544 0 0 0 0 0 0 320 
551 0 0 0 0 0 0 337 
531 0 0 0 0 0 0 317 
561 0 0 0 0 0 0 358 
539 0 0 0 0 0 0 354 
553 0 0 0 0 0 0 382 
584 0 0 0 0 0 0 378 
553 0 0 0 0 0 0 382 
569 0 0 0 0 0 0 362 
583 0 0 0 0 0 0 327 
571 0 0 0 0 0 0 342 
587 0 0 0 0 0 0 333 
570 0 0 0 0 0 0 312 
559 0 0 0 0 0 0 339 
555 0 0 0 0 0 0 356 
549 0 0 0 0 0 0 323 
558 0 0 0 0 0 0 312 
566 0 0 0 0 0 0 361 
545 0 0 0 0 0 0 382 
522 0 0 0 0 0 0 380 
570 0 0 0 0 0 0 380 
544 0 0 0 0 0 0 366 
524 0 0 0 0 0 0 367 
566 0 0 0 0 0 0 353 
538 0 0 0 0 0 0 353 
591 0 0 0 0 0 0 337 
536 0 0 0 0 0 0 322 
528 0 0 0 0 0 0 328 
564 0 0 0 0 0 0 311 
550 0 0 0 0 0 0 341 
521 0 0 0 0 0 0 381 
540 0 0 0 0 0 0 367 
486 0 0 0 0 0 0 371 
505 0 0 0 0 0 0 349 
544 0 0 0 0 0 0 355 
504 0 0 0 0 0 0 369 
524 0 0 0 0 0 0 365 
525 0 0 0 0 0 0 370 
523 0 0 0 0 0 0 377 
486 0 0 0 0 0 0 394 
514 0 0 0 0 0 0 367 
534 0 0 0 0 0 0 347 
518 0 0 0 0 0 0 375 
515 0 0 0 0 0 0 378 
526 0 0 0 0 0 0 366 
545 0 0 0 0 0 0 347 
541 0 0 0 0 0 0 368 
539 0 0 0 0 0 0 371 
541 0 0 0 0 0 0 378 
511 0 0 0 0 0 0 377 
514 0 0 0 0 0 0 370 
552 0 0 0 0 0 0 366 
565 0 0 0 0 0 0 349 
544 0 0 0 0 0 0 357 
559 0 0 0 0 0 0 317 
523 0 0 0 0 0 0 316 
528 0 0 0 0 0 0 311 
533 0 0 0 0 0 0 329 
516 0 0 0 0 0 0 328 
516 0 0 0 0 0 0 313 
518 0 0 0 0 0 0 305 
512 0 0 0 0 0 0 310 
495 0 0 0 0 0 0 324 
489 0 0 0 0 0 0 273 
509 0 0 0 0 0 0 293 
547 0 0 0 0 0 0 302 
489 0 0 0 0 0 0 284 
495 0 0 0 0 0 0 321 
502 0 0 0 0 0 0 336 
513 0 0 0 0 0 0 297 
496 0 0 0 0 0 0 288 
475 0 0 0 0 0 0 291 
486 0 0 0 0 0 0 319 
534 0 0 0 0 0 0 310 
515 0 0 0 0 0 0 279 
521 0 0 0 0 0 0 265 
536 0 0 0 0 0 0 237 
524 0 0 0 0 0 0 245 
466 0 0 0 0 0 0 259 
539 0 0 0 0 0 0 255 
487 0 0 0 0 0 0 322 
447 0 0 0 0 0 0 287 
539 0 0 0 0 0 0 293 
515 0 0 0 0 0 0 226 
531 0 0 0 0 0 0 253 
523 0 0 0 0 0 0 276 
490 0 0 0 0 0 0 248 
479 0 0 0 0 0 0 253 
514 0 0 0 0 0 0 260 
520 0 0 0 0 0 0 301 
513 0 0 0 0 0 0 321 
491 0 0 0 0 0 0 350 
503 0 0 0 0 0 0 361 
480 0 0 0 0 0 0 372 
507 0 0 0 0 0 0 401 
479 0 0 0 0 0 0 401 
533 0 0 0 0 0 0 372 
513 0 0 0 0 0 0 378 
500 0 0 0 0 0 0 393 
520 0 0 0 0 0 0 392 
532 0 0 0 0 0 0 381 
553 0 0 0 0 0 0 390 
531 0 0 0 0 0 0 418 
524 0 0 0 0 0 0 395 
490 0 0 0 0 0 0 409 
502 0 0 0 0 0 0 366 
544 0 0 0 0 0 0 405 
516 0 0 0 0 0 0 374 
501 0 0 0 0 0 0 407 
504 0 0 0 0 0 0 381 
534 0 0 0 0 0 0 392 
480 0 0 0 0 0 0 400 
517 0 0 0 0 0 0 361 
542 0 0 0 0 0 0 404 
541 0 0 0 0 0 0 381 
515 0 0 0 0 0 0 390 
543 0 0 0 0 0 0 385 
510 0 0 0 0 0 0 379 
529 0 0 0 0 0 0 389 
535 0 0 0 0 0 0 395 
528 0 0 0 0 0 0 378 
553 0 0 0 0 0 0 359 
534 0 0 0 0 0 0 388 
539 0 0 0 0 0 0 372 
537 0 0 0 0 0 0 378 
542 0 0 0 0 0 0 375 
544 0 0 0 0 0 0 360 
508 0 0 0 0 0 0 380 
538 0 0 0 0 0 0 361 
522 0 0 0 0 0 0 378 
517 0 0 0 0 0 0 395 
483 0 0 0 0 0 0 415 
524 0 0 0 0 0 0 394 
511 0 0 0 0 0 0 398 
518 0 0 0 0 0 0 365 
518 0 0 0 0 0 0 425 
525 0 0 0 0 0 0 356 
515 0 0 0 0 0 0 369 
507 0 0 0 0 0 0 382 
534 0 0 0 0 0 0 357 
515 0 0 0 0 0 0 367 
513 0 0 0 0 0 0 368 
522 0 0 0 0 0 0 377 
532 0 0 0 0 0 0 401 
498 0 0 0 0 0 0 369 
512 0 0 0 0 0 0 411 
522 0 0 0 0 0 0 424 
491 0 0 0 0 0 0 423 
522 0 0 0 0 0 0 439 
519 0 0 0 0 0 0 412 
489 0 0 0 0 0 0 408 
481 0 0 0 0 0 0 452 
539 0 0 0 0 0 0 437 
501 0 0 0 0 0 0 418 
505 0 0 0 0 0 0 438 
484 0 0 0 0 0 0 458 
507 0 0 0 0 0 0 424 
474 0 0 0 0 0 0 450 
486 0 0 0 0 0 0 451 
513 0 0 0 0 0 0 425 
507 0 0 0 0 0 0 409 
494 0 0 0 0 0 0 424 
500 0 0 0 0 0 0 421 
497 0 0 0 0 0 0 395 
514 0 0 0 0 0 0 393 
523 0 0 0 0 0 0 416 
514 0 0 0 0 0 0 390 
473 0 0 0 0 0 0 388 
511 0 0 0 0 0 0 411 
501 0 0 0 0 0 0 392 
491 0 0 0 0 0 0 391 
490 0 0 0 0 0 0 388 
535 0 0 0 0 0 0 439 
502 0 0 0 0 0 0 428 
505 0 0 0 0 0 0 406 
498 0 0 0 0 0 0 378 
535 0 0 0 0 0 0 385 
494 0 0 0 0 0 0 378 
507 0 0 0 0 0 0 382 
512 0 0 0 0 0 0 433 
500 0 0 0 0 0 0 418 
490 0 0 0 0 0 0 370 
518 0 0 0 0 0 0 427 
501 0 0 0 0 0 0 406 
521 0 0 0 0 0 0 427 
516 0 0 0 0 0 0 381 
479 0 0 0 0 0 0 418 
545 0 0 0 0 0 0 453 
518 0 0 0 0 0 0 422 
487 0 0 0 0 0 0 410 
506 0 0 0 0 0 0 409 
492 0 0 0 0 0 0 431 
446 0 0 0 0 0 0 395 
483 0 0 0 0 0 0 379 
492 0 0 0 0 0 0 378 
508 0 0 0 0 0 0 389 
463 0 0 0 0 0 0 382 
478 0 0 0 0 0 0 407 
487 0 0 0 0 0 0 408 
464 0 0 0 0 0 0 432 
477 0 0 0 0 0 0 435 
484 0 0 0 0 0 0 411 
518 0 0 0 0 0 0 425 
500 0 0 0 0 0 0 417 
495 0 0 0 0 0 0 452 
472 0 0 0 0 0 0 462 
491 0 0 0 0 0 0 453 
497 0 0 0 0 0 0 460 
510 0 0 0 0 0 0 438 
499 0 0 0 0 0 0 466 
487 0 0 0 0 0 0 460 
502 0 0 0 0 0 0 475 
492 0 0 0 0 0 0 426 
490 0 0 0 0 0 0 461 
468 0 0 0 0 0 0 421 
482 0 0 0 0 0 0 444 
484 0 0 0 0 0 0 457 
494 0 0 0 0 0 0 435 
427 0 0 0 0 0 0 447 
464 0 0 0 0 0 0 463 
437 0 0 0 0 0 0 465 
463 0 0 0 0 0 0 472 
506 0 0 0 0 0 0 467 
479 0 0 0 0 0 0 448 
475 0 0 0 0 0 0 436 
480 0 0 0 0 0 0 450 
478 0 0 0 0 0 0 451 
497 0 0 0 0 0 0 450 
493 0 0 0 0 0 0 468 
468 0 0 0 0 0 0 448 
487 0 0 0 0 0 0 429 
476 0 0 0 0 0 0 453 
500 0 0 0 0 0 0 422 
497 0 0 0 0 0 0 396 
471 0 0 0 0 0 0 428 
468 0 0 0 0 0 0 415 
497 0 0 0 0 0 0 439 
487 0 0 0 0 0 0 443 
476 0 0 0 0 0 0 426 
479 0 0 0 0 0 0 430 
477 0 0 0 0 0 0 439 
510 0 0 0 0 0 0 386 
491 0 0 0 0 0 0 434 
486 0 0 0 0 0 0 415 
495 0 0 0 0 0 0 432 
496 0 0 0 0 0 0 428 
508 0 0 0 0 0 0 434 
472 0 0 0 0 0 0 438 
467 0 0 0 0 0 0 440 
497 0 0 0 0 0 0 402 
488 0 0 0 0 0 0 403 
494 0 0 0 0 0 0 405 
494 0 0 0 0 0 0 396 
478 0 0 0 0 0 0 419 
463 0 0 0 0 0 0 406 
478 0 0 0 0 0 0 409 
473 0 0 0 0 0 0 431 
475 0 0 0 0 0 0 375 
418 0 0 0 0 0 0 388 
461 0 0 0 0 0 0 424 
465 0 0 0 0 0 0 422 
443 0 0 0 0 0 0 443 
454 0 0 0 0 0 0 423 
484 0 0 0 0 0 0 442 
500 0 0 0 0 0 0 376 
488 0 0 0 0 0 0 455 
489 0 0 0 0 0 0 434 
503 0 0 0 0 0 0 419 
504 0 0 0 0 0 0 421 
481 0 0 0 0 0 0 439 
487 0 0 0 0 0 0 435 
472 0 0 0 0 0 0 451 
513 0 0 0 0 0 0 436 
494 0 0 0 0 0 0 439 
484 0 0 0 0 0 0 461 
476 0 0 0 0 0 0 447 
480 0 0 0 0 0 0 403 
476 0 0 0 0 0 0 422 
451 0 0 0 0 0 0 415 
468 0 0 0 0 0 0 428 
448 0 0 0 0 0 0 440 
444 0 0 0 0 0 0 415 
440 0 0 0 0 0 0 415 
414 0 0 0 0 0 0 414 
408 0 0 0 0 0 0 390 
440 0 0 0 0 0 0 388 
440 0 0 0 0 0 0 407 
437 0 0 0 0 0 0 413 
424 0 0 0 0 0 0 394 
432 0 0 0 0 0 0 429 
444 0 0 0 0 0 0 411 
437 0 0 0 0 0 0 408 
475 0 0 0 0 0 0 432 
429 0 0 0 0 0 0 394 
474 0 0 0 0 0 0 440 
478 0 0 0 0 0 0 412 
455 0 0 0 0 0 0 427 
475 0 0 0 0 0 0 455 
448 0 0 0 0 0 0 475 
459 0 0 0 0 0 0 432 
477 0 0 0 0 0 0 436 
444 0 0 0 0 0 0 437 
518 0 0 0 0 0 0 461 
493 0 0 0 0 0 0 458 
511 0 0 0 0 0 0 426 
494 0 0 0 0 0 0 430 
496 0 0 0 0 0 0 400 
493 0 0 0 0 0 0 423 
487 0 0 0 0 0 0 456 
481 0 0 0 0 0 0 437 
517 0 0 0 0 0 0 444 
508 0 0 0 0 0 0 464 
475 0 0 0 0 0 0 420 
475 0 0 0 0 0 0 441 
488 0 0 0 0 0 0 466 
473 0 0 0 0 0 0 449 
504 0 0 0 0 0 0 446 
529 0 0 0 0 0 0 464 
517 0 0 0 0 0 0 459 
517 0 0 0 0 0 0 449 
485 0 0 0 0 0 0 458 
494 0 0 0 0 0 0 465 
490 0 0 0 0 0 0 477 
476 0 0 0 0 0 0 425 
510 0 0 0 0 0 0 455 
494 0 0 0 0 0 0 432 
499 0 0 0 0 0 0 444 
474 0 0 0 0 0 0 427 
504 0 0 0 0 0 0 404 
468 0 0 0 0 0 0 460 
482 0 0 0 0 0 0 429 
491 0 0 0 0 0 0 416 
469 0 0 0 0 0 0 456 
502 0 0 0 0 0 0 422 
497 0 0 0 0 0 0 453 
474 0 0 0 0 0 0 405 
483 0 0 0 0 0 0 448 
464 0 0 0 0 0 0 423 
521 0 0 0 0 0 0 432 
485 0 0 0 0 0 0 408 
473 0 0 0 0 0 0 443 
511 0 0 0 0 0 0 430 
467 0 0 0 0 0 0 392 
466 0 0 0 0 0 0 419 
477 0 0 0 0 0 0 398 
460 0 0 0 0 0 0 417 
472 0 0 0 0 0 0 397 
478 0 0 0 0 0 0 420 
500 0 0 0 0 0 0 376 
434 0 0 0 0 0 0 379 
465 0 0 0 0 0 0 413 
462 0 0 0 0 0 0 412 
479 0 0 0 0 0 0 427 
460 0 0 0 0 0 0 415 
470 0 0 0 0 0 0 419 
468 0 0 0 0 0 0 413 
504 0 0 0 0 0 0 423 
465 0 0 0 0 0 0 418 
461 0 0 0 0 0 0 430 
450 0 0 0 0 0 0 411 
458 0 0 0 0 0 0 412 
455 0 0 0 0 0 0 415 
466 0 0 0 0 0 0 364 
422 0 0 0 0 0 0 379 
469 0 0 0 0 0 0 389 
425 0 0 0 0 0 0 389 
455 0 0 0 0 0 0 422 
452 0 0 0 0 0 0 376 
468 0 0 0 0 0 0 375 
409 0 0 0 0 0 0 359 
487 0 0 0 0 0 0 431 
482 0 0 0 0 0 0 407 
421 0 0 0 0 0 0 387 
443 0 0 0 0 0 0 423 
450 0 0 0 0 0 0 424 
497 0 0 0 0 0 0 400 
448 0 0 0 0 0 0 366 
434 0 0 0 0 0 0 426 
473 0 0 0 0 0 0 400 
471 0 0 0 0 0 0 395 
439 0 0 0 0 0 0 389 
457 0 0 0 0 0 0 404 
445 0 0 0 0 0 0 412 
433 0 0 0 0 0 0 404 
472 0 0 0 0 0 0 396 
457 0 0 0 0 0 0 373 
455 0 0 0 0 0 0 373 
444 0 0 0 0 0 0 382 
448 0 0 0 0 0 0 400 
452 0 0 0 0 0 0 398 
463 0 0 0 0 0 0 401 
444 0 0 0 0 0 0 386 
458 0 0 0 0 0 0 377 
460 0 0 0 0 0 0 407 
477 0 0 0 0 0 0 411 
437 0 0 0 0 0 0 376 
465 0 0 0 0 0 0 375 
464 0 0 0 0 0 0 404 
490 0 0 0 0 0 0 391 
454 0 0 0 0 0 0 384 
429 0 0 0 0 0 0 410 
435 0 0 0 0 0 0 394 
464 0 0 0 0 0 0 402 
460 0 0 0 0 0 0 412 
459 0 0 0 0 0 0 398 
504 0 0 0 0 0 0 399 
465 0 0 0 0 0 0 426 
469 0 0 0 0 0 0 392 
464 0 0 0 0 0 0 409 
466 0 0 0 0 0 0 425 
462 0 0 0 0 0 0 407 
460 0 0 0 0 0 0 396 
485 0 0 0 0 0 0 428 
472 0 0 0 0 0 0 446 
484 0 0 0 0 0 0 419 
473 0 0 0 0 0 0 409 
452 0 0 0 0 0 0 388 
476 0 0 0 0 0 0 392 
483 0 0 0 0 0 0 396 
452 0 0 0 0 0 0 418 
437 0 0 0 0 0 0 412 
457 0 0 0 0 0 0 388 
449 0 0 0 0 0 0 405 
478 0 0 0 0 0 0 426 
461 0 0 0 0 0 0 378 
501 0 0 0 0 0 0 421 
453 0 0 0 0 0 0 389 
444 0 0 0 0 0 0 440 
507 0 0 0 0 0 0 444 
467 0 0 0 0 0 0 440 
481 0 0 0 0 0 0 419 
460 0 0 0 0 0 0 420 
504 0 0 0 0 0 0 444 
464 0 0 0 0 0 0 461 
474 0 0 0 0 0 0 434 
523 0 0 0 0 0 0 425 
495 0 0 0 0 0 0 423 
517 0 0 0 0 0 0 427 
478 0 0 0 0 0 0 420 
500 0 0 0 0 0 0 458 
451 0 0 0 0 0 0 393 
492 0 0 0 0 0 0 443 
504 0 0 0 0 0 0 427 
517 0 0 0 0 0 0 435 
503 0 0 0 0 0 0 407 
480 0 0 0 0 0 0 435 
488 0 0 0 0 0 0 420 
470 0 0 0 0 0 0 385 
492 0 0 0 0 0 0 456 
492 0 0 0 0 0 0 433 
492 0 0 0 0 0 0 421 
474 0 0 0 0 0 0 423 
472 0 0 0 0 0 0 444 
495 0 0 0 0 0 0 459 
483 0 0 0 0 0 0 451 
478 0 0 0 0 0 0 438 
488 0 0 0 0 0 0 458 
495 0 0 0 0 0 0 433 
485 0 0 0 0 0 0 435 
518 0 0 0 0 0 0 441 
475 0 0 0 0 0 0 437 
498 0 0 0 0 0 0 439 
497 0 0 0 0 0 0 435 
468 0 0 0 0 0 0 423 
481 0 0 0 0 0 0 440 
498 0 0 0 0 0 0 401 
492 0 0 0 0 0 0 396 
509 0 0 0 0 0 0 416 
511 0 0 0 0 0 0 384 
489 0 0 0 0 0 0 453 
515 0 0 0 0 0 0 377 
499 0 0 0 0 0 0 410 
470 0 0 0 0 0 0 403 
459 0 0 0 0 0 0 411 
493 0 0 0 0 0 0 417 
449 0 0 0 0 0 0 432 
503 0 0 0 0 0 0 424 
504 0 0 0 0 0 0 411 
464 0 0 0 0 0 0 424 
489 0 0 0 0 0 0 441 
519 0 0 0 0 0 0 401 
492 0 0 0 0 0 0 415 
447 0 0 0 0 0 0 413 
520 0 0 0 0 0 0 417 
497 0 0 0 0 0 0 401 
500 0 0 0 0 0 0 442 
